,resume_word_count,job_word_count,resume_char_count,job_char_count,resume_sentence_count,job_sentence_count,resume_avg_sentence_length,job_avg_sentence_length,resume_avg_word_length,job_avg_word_length,resume_lexical_diversity,job_lexical_diversity,resume_numeric_ratio,job_numeric_ratio,resume_flesch_reading_ease,job_flesch_reading_ease,resume_sentiment_score,job_sentiment_score,resume_positive_ratio,resume_negative_ratio,job_positive_ratio,job_negative_ratio,sentiment_difference,sentiment_gap,shared_token_count,overlap_resume_ratio,overlap_job_ratio,word_count_ratio,char_count_ratio,sentence_count_ratio,word_count_difference,char_count_difference,lexical_diversity_difference,readability_difference,jaccard_similarity,cosine_similarity,score
resume_lexical_diversity,-0.7837445170384756,0.006722958858120865,-0.8011861981953217,0.00947612296967328,-0.6783279647466867,0.005124232720377718,0.11331535343425203,-0.006659283163509409,-0.07738033776078876,0.013303850464376758,1.0,0.005322978905112102,-0.0975423976603274,0.007800758359449115,0.025950822327643664,-0.004512496228857149,-0.6260102202704924,-0.014692113031615448,-0.3019807790554249,-0.2788623138248634,-0.013286996650055505,-0.004985408808790168,-0.45254918746318945,-0.09322308728366707,-0.5201169999304963,0.6191526217860748,-0.561995433485061,-0.7597058692365108,-0.7679281496307074,-0.5388926397357707,-0.7827842157454636,-0.7993767106820588,0.9422628864845439,0.02330188225388335,0.30019502341629906,0.33625365147226255,0.09071191690824107
job_lexical_diversity,-0.0008492880719508857,-0.7123769047876115,-0.001201474227138525,-0.644518950014205,-0.0007225512517302049,-0.5850269952911006,0.005031877726355536,0.4091227818356845,-0.009679456337899465,0.2270144533317766,0.005322978905112102,1.0,-0.022810822988958417,-0.13419124585501283,0.004211261588720417,-0.35714837760270746,-0.006520457327642874,0.11619374098134627,-0.005406245181006762,-0.004276320886447672,0.2954109986623357,0.24724687532647258,-0.08397781899670152,-0.07286236525253988,-0.09495696299105809,-0.06145211018057605,0.15057675680391772,0.08137875380758818,0.09240691975889832,0.22371174011738967,0.036167776035340195,0.044820873417773514,-0.3298536952441536,0.2161879831539833,0.010115030897452257,0.066208001287046,-0.07484233204255769
resume_numeric_ratio,0.049919898894409384,0.005505750651736887,0.0640171541523887,0.0007155379965579387,-0.22982765173075326,0.009817379908512456,0.2591757005955299,3.279363020543658e-05,0.12682392013950947,-0.026728228168430977,-0.0975423976603274,-0.022810822988958417,1.0,0.006999033179117671,-0.34028323332605226,0.02361205081401907,-0.2410592653027662,-0.0005303069493723724,-0.30537549586819607,0.27861627514376835,-0.002919975149100709,-0.004549298905930941,-0.1777572526809784,-0.1355087241637367,0.2025014341318922,0.04598432034295858,0.20849385499990306,0.04806647815830118,0.061363297369117144,-0.17657861639380737,0.04955040012448184,0.06376741943335426,-0.08444559396640217,-0.28435750907857205,0.14085041072751006,-0.11829581523236919,-0.2860942223694759
job_numeric_ratio,-0.013281360104239229,0.3215530497641186,-0.013014066106864048,0.3782851008751522,-0.0038149484755180176,0.5224296524695962,-0.015322061308499599,-0.5711603051103831,0.00830610650312868,0.19876231081070356,0.007800758359449115,-0.13419124585501283,0.006999033179117671,1.0,0.005006973325917046,0.218545008013118,0.004884553072957732,-0.24463834458698575,0.009212070588336417,-0.0014699378710439906,-0.4156463553286054,-0.3437281371840957,0.17027511050836855,0.1070705184580502,0.250384448866226,0.20069580666812767,-0.011470868073833088,-0.0672765778741423,-0.08587427869926281,-0.2383254706245878,-0.029967307702643553,-0.039983219940173655,0.05230207765463136,-0.1262651292183436,0.17342138007599905,0.1939915266969128,-0.12163423987393505
resume_flesch_reading_ease,0.14090015798834274,0.012028928989562652,0.10648779147406066,0.016191210340863276,0.38080485330768304,0.006960901755242342,-0.375513046973439,-0.00991032376680419,-0.6517320658637625,0.024704978299494307,0.025950822327643664,0.004211261588720417,-0.34028323332605226,0.005006973325917046,1.0,-0.014718984612171871,0.07022864326333078,-0.020425313354407792,-0.04588478592467776,-0.3854522006229657,-0.019137365143443014,-0.007345700068902743,0.06580714915835399,0.1218116426651049,-0.17409359673935873,-0.10331123222246048,-0.18946370188125042,0.13467516673227933,0.09920373816551101,0.29303772127667765,0.14003968257249041,0.10500130809228171,0.023088493117521033,0.8030685859459865,-0.2572400820968342,-0.0840340077452073,0.2211535932142657
job_flesch_reading_ease,-0.013422548635226168,0.3010637466758566,-0.012600327949813089,0.22319323764040258,-0.00817779980688811,0.48787858837357223,-0.019052186044501585,-0.49220180406527086,0.03108253893786298,-0.701635272592064,-0.004512496228857149,-0.35714837760270746,0.02361205081401907,0.218545008013118,-0.014718984612171871,1.0,0.016797609025721198,-0.1695135204596627,0.024875682745613654,0.011420188050909576,-0.23689717762208648,0.014339573203062948,0.12789701715402058,0.07148644548001809,0.16274938148485685,0.1130628667008562,0.040538077831969326,-0.05606951906156917,-0.053401362712295716,-0.2113930105794989,-0.029043620560548877,-0.02849721465467487,0.11534142905830487,-0.6076424068989345,0.1258212234102482,0.09519245750314792,-0.009025413514845862
resume_sentiment_score,0.3256976410225833,-0.003884320147114311,0.3413451876924159,-0.006408093242447678,0.5830685189987234,0.0021864179216005046,-0.5767772506691257,-0.0027644645795770182,0.3555492529785188,-0.019687124165138927,-0.6260102202704924,-0.006520457327642874,-0.2410592653027662,0.004884553072957732,0.07022864326333078,0.016797609025721198,1.0,0.010039362402396272,0.8015819214959329,-0.09901341244574284,0.01148192826533877,0.01111355478419758,0.7320597985271137,0.15423345586176154,0.3334543475203531,-0.6307666054574952,0.3914179297480841,0.31523079736262216,0.326510241241829,0.45492334915983373,0.32535523487741563,0.34074353049092265,-0.5887985303660186,0.04577183124219303,-0.22970437124425697,-0.17966150177753173,0.2688898572051048
job_sentiment_score,0.009884965135208784,-0.309417490463503,0.010770469576475055,-0.3346445018013197,0.0074799700126700775,-0.28554404524551397,0.00032332902682389653,0.20631722601989072,0.02034774615597952,-0.06124519698517186,-0.014692113031615448,0.11619374098134627,-0.0005303069493723724,-0.24463834458698575,-0.020425313354407792,-0.1695135204596627,0.010039362402396272,1.0,0.011091247063859364,0.000607877569147951,0.769549263837214,0.12468644643871868,-0.6738566319100886,-0.604251885399156,-0.16932395754832175,-0.16459260402706438,0.06454806403409269,0.06503644680640445,0.07858712696816486,0.14398914584303513,0.02594601520767384,0.034630648792489054,-0.052780846243690824,0.08479801911475439,-0.11661367652938888,-0.14480537576697627,0.06875829752431263
resume_positive_ratio,-0.09324996233684844,-0.0033302062173772426,-0.07596781068204134,-0.006251169485615401,0.2639426379307835,0.004621313839899914,-0.6824366591999907,-0.004765233792703537,0.5716609949703273,-0.025327272429206748,-0.3019807790554249,-0.005406245181006762,-0.30537549586819607,0.009212070588336417,-0.04588478592467776,0.024875682745613654,0.8015819214959329,0.011091247063859364,1.0,0.13527545407956673,0.010883416650595083,0.01070168638230356,0.5847321844454164,0.11563052307705335,0.2367583643546765,-0.3802146893626372,0.2885768340473867,-0.09129212520086015,-0.07386681110268756,0.20046705252451352,-0.09292110228957401,-0.07528574925445766,-0.2832731402056332,-0.05127083027052607,0.0480470915089387,0.05148526330996361,0.31052336509832956
resume_negative_ratio,0.0006742972870511191,0.0018357490042216792,0.02145480646681189,0.00012349024843419203,-0.17647269262473822,-0.0001210965617106723,0.07466687164758651,0.002373510643501107,0.316872348486029,-0.010655162768258872,-0.2788623138248634,-0.004276320886447672,0.27861627514376835,-0.0014699378710439906,-0.3854522006229657,0.011420188050909576,-0.09901341244574284,0.000607877569147951,0.13527545407956673,1.0,-0.0019679605223753872,-0.003087451949981585,-0.07357507892426432,-0.12782468656041449,0.39684215050360366,0.06804863635343003,0.40082435339882677,-0.000105571460581652,0.01961853575750931,-0.1400137486755989,0.0005777836288984735,0.021379414966829827,-0.26182664626299845,-0.3129693199934935,0.3501085122845779,0.10236144146168268,-0.3167946024562933
job_positive_ratio,0.009800891096198406,-0.7150222724495998,0.01059435317233381,-0.7513060524660763,0.00941269994894031,-0.6862307301676932,-0.0025781030409887788,0.5592873649201497,0.021922862436115534,-0.2272305494158018,-0.013286996650055505,0.2954109986623357,-0.002919975149100709,-0.4156463553286054,-0.019137365143443014,-0.23689717762208648,0.01148192826533877,0.769549263837214,0.010883416650595083,-0.0019679605223753872,1.0,0.6634502389854303,-0.5157904623763004,-0.43203972016812414,-0.29944978059795224,-0.2549335695965154,0.20034044341939455,0.12138907262782778,0.14992634767783714,0.3217863745749475,0.04693761414481161,0.06420469189803706,-0.11147041795711983,0.125978401210019,-0.140808068604678,-0.16038455024781054,0.14906947839519077
job_negative_ratio,0.002107126626407057,-0.6554396896311339,0.002361513292769966,-0.6976096552491312,0.006640041830358226,-0.6384359691065338,-0.008035310009441483,0.5416782125096893,0.015130739522687259,-0.4483040479326162,-0.004985408808790168,0.24724687532647258,-0.004549298905930941,-0.3437281371840957,-0.007345700068902743,0.014339573203062948,0.01111355478419758,0.12468644643871868,0.01070168638230356,-0.003087451949981585,0.6634502389854303,1.0,-0.07673392414439585,-0.049816764573268224,-0.17635911360025094,-0.14240445447975958,0.29349126704674006,0.09840932591847198,0.12701555483976126,0.29080451427073734,0.03616074964865535,0.052163478570184045,-0.08750419658322588,-0.014380351335714744,-0.0031370672534518492,-0.004995167725680226,0.13639288803915897
sentiment_difference,0.23392340247507792,0.20792818952460093,0.24488209294827318,0.2232499000371073,0.42573304242645743,0.19614947953509293,-0.4264006185632228,-0.14260136951922958,0.24885271140140586,0.02717800034867194,-0.45254918746318945,-0.08397781899670152,-0.1777572526809784,0.17027511050836855,0.06580714915835399,0.12789701715402058,0.7320597985271137,-0.6738566319100886,0.5847321844454164,-0.07357507892426432,-0.5157904623763004,-0.07673392414439585,1.0,0.5256245303981669,0.361745334859268,-0.35394026385470867,0.2452434950294274,0.18861614866713033,0.18771878685315915,0.23804640892939055,0.22272841155616213,0.2281821921406474,-0.3991046028368451,-0.023949969000326816,-0.09028246471152145,-0.03409952864449084,0.1518392547691884
sentiment_gap,0.1152948522733354,0.16542590859224493,0.1128997341155201,0.17436217022046993,0.16977066123599585,0.1302356036452547,-0.07534020685575817,-0.07288849595640232,-0.06949362802051215,0.02886175691909164,-0.09322308728366707,-0.07286236525253988,-0.1355087241637367,0.1070705184580502,0.1218116426651049,0.07148644548001809,0.15423345586176154,-0.604251885399156,0.11563052307705335,-0.12782468656041449,-0.43203972016812414,-0.049816764573268224,0.5256245303981669,1.0,0.003937715296097264,-0.19512342568102875,-0.1476425436558569,0.06428565920068285,0.050820984571002065,0.008034597335755098,0.10650653958545007,0.10009995616551609,-0.06360676683077517,0.054152166302234996,-0.20520016041730008,-0.14521491959613572,0.00842718689160594
shared_token_count,0.31648562982825007,0.3224373765165677,0.3355607039096497,0.3575417590671975,0.22148573679704173,0.3413284161149339,-0.07702153323134027,-0.35397482191006346,0.21224631878544267,0.10068289584676561,-0.5201169999304963,-0.09495696299105809,0.2025014341318922,0.250384448866226,-0.17409359673935873,0.16274938148485685,0.3334543475203531,-0.16932395754832175,0.2367583643546765,0.39684215050360366,-0.29944978059795224,-0.17635911360025094,0.361745334859268,0.003937715296097264,1.0,0.1326116796973677,0.8060029138230519,0.23579744710090483,0.23326663849456586,0.016323400685125413,0.29920269371826114,0.3089909954691039,-0.45921500516225056,-0.23527266848163228,0.5372795409143885,0.39174468672284135,-0.13731789925176568
overlap_resume_ratio,-0.4905748887960324,0.24947176832214168,-0.5010505802929327,0.28229295566955115,-0.5960881829659209,0.26376787402840723,0.3207538447738544,-0.2784016876351222,-0.11897895577698801,0.10148402818322262,0.6191526217860748,-0.06145211018057605,0.04598432034295858,0.20069580666812767,-0.10331123222246048,0.1130628667008562,-0.6307666054574952,-0.16459260402706438,-0.3802146893626372,0.06804863635343003,-0.2549335695965154,-0.14240445447975958,-0.35394026385470867,-0.19512342568102875,0.1326116796973677,1.0,-0.05381775933915804,-0.49794753018545196,-0.5101482922877625,-0.5298829249689758,-0.5027178842856377,-0.5196515217846069,0.6050872196164951,-0.14943972720871676,0.7782274573583285,0.7478644781925166,-0.14717665258721108
overlap_job_ratio,0.33585590362293444,-0.21840598589276441,0.35685502778361633,-0.20607510532219633,0.2550649492147916,-0.15470919085843296,-0.1167450417861819,0.07031110694676804,0.25715856161597067,-0.0832898484976553,-0.561995433485061,0.15057675680391772,0.20849385499990306,-0.011470868073833088,-0.18946370188125042,0.040538077831969326,0.3914179297480841,0.06454806403409269,0.2885768340473867,0.40082435339882677,0.20034044341939455,0.29349126704674006,0.2452434950294274,-0.1476425436558569,0.8060029138230519,-0.05381775933915804,1.0,0.3429430461792217,0.3634454821152429,0.29133650909543546,0.34664323175575545,0.3704614577857163,-0.5809741939847994,-0.17464912490878307,0.4508411775283531,0.3103166056848449,-0.0004868443294736525
word_count_ratio,0.9699635772746109,-0.13880091319799404,0.9676189117113878,-0.14058203347067,0.7626739974750198,-0.12591524521595912,0.1610005545584753,0.10606323204382467,-0.2995276748333431,-0.018652478044985238,-0.7597058692365108,0.08137875380758818,0.04806647815830118,-0.0672765778741423,0.13467516673227933,-0.05606951906156917,0.31523079736262216,0.06503644680640445,-0.09129212520086015,-0.000105571460581652,0.12138907262782778,0.09840932591847198,0.18861614866713033,0.06428565920068285,0.23579744710090483,-0.49794753018545196,0.3429430461792217,1.0,0.9958880659264951,0.7213675617961807,0.9755549761052729,0.9746539383742578,-0.7444488829566662,0.1403867478051305,-0.4720824905518606,-0.39548147415234164,-0.07144034000460603
char_count_ratio,0.956781572598485,-0.1666551546936542,0.959656268074432,-0.17257239531524704,0.752586487402002,-0.15449865039381336,0.14948082966939485,0.13407157705336445,-0.2545378066250017,-0.04374479801199075,-0.7679281496307074,0.09240691975889832,0.061363297369117144,-0.08587427869926281,0.09920373816551101,-0.053401362712295716,0.326510241241829,0.07858712696816486,-0.07386681110268756,0.01961853575750931,0.14992634767783714,0.12701555483976126,0.18771878685315915,0.050820984571002065,0.23326663849456586,-0.5101482922877625,0.3634454821152429,0.9958880659264951,1.0,0.7357018356982504,0.9638423260029657,0.9690001130045166,-0.7559041885665438,0.11062181507667095,-0.46694612507236255,-0.39672131678968003,-0.06715209352367797
sentence_count_ratio,0.6299687812855139,-0.36584344674802216,0.6292311579702573,-0.3839544763884133,0.7947762396396189,-0.4228074864082154,-0.2770463213858397,0.42576018230517443,-0.09318634825006798,-0.07810108627576938,-0.5388926397357707,0.22371174011738967,-0.17657861639380737,-0.2383254706245878,0.29303772127667765,-0.2113930105794989,0.45492334915983373,0.14398914584303513,0.20046705252451352,-0.1400137486755989,0.3217863745749475,0.29080451427073734,0.23804640892939055,0.008034597335755098,0.016323400685125413,-0.5298829249689758,0.29133650909543546,0.7213675617961807,0.7357018356982504,1.0,0.6479256113868485,0.6546929821865187,-0.5836554644935786,0.3587388321946498,-0.42044152572284355,-0.29754301825528784,0.23989433480384023
word_count_difference,0.9986491786368323,-0.05811225340491057,0.9959878723659105,-0.05813781513008303,0.7855690136311404,-0.051249402596294714,0.16483447771302037,0.043710907443452324,-0.3091645746911568,-0.0020979160071881594,-0.7827842157454636,0.036167776035340195,0.04955040012448184,-0.029967307702643553,0.14003968257249041,-0.029043620560548877,0.32535523487741563,0.02594601520767384,-0.09292110228957401,0.0005777836288984735,0.04693761414481161,0.03616074964865535,0.22272841155616213,0.10650653958545007,0.29920269371826114,-0.5027178842856377,0.34664323175575545,0.9755549761052729,0.9638423260029657,0.6479256113868485,1.0,0.9970483571970299,-0.7510956914244844,0.12854164982855334,-0.4707489175864696,-0.4004153961203882,-0.08688423932005074
char_count_difference,0.9947157983964444,-0.07687958473570877,0.9974479189159631,-0.07909198699457375,0.7827461186497554,-0.06887330024165397,0.15431047138849074,0.060522916840153346,-0.26586964651257555,-0.015484209757101922,-0.7993767106820588,0.044820873417773514,0.06376741943335426,-0.039983219940173655,0.10500130809228171,-0.02849721465467487,0.34074353049092265,0.034630648792489054,-0.07528574925445766,0.021379414966829827,0.06420469189803706,0.052163478570184045,0.2281821921406474,0.10009995616551609,0.3089909954691039,-0.5196515217846069,0.3704614577857163,0.9746539383742578,0.9690001130045166,0.6546929821865187,0.9970483571970299,1.0,-0.7696574997185197,0.10038515021879352,-0.46769819120469536,-0.4051423213115334,-0.08666565287502472
lexical_diversity_difference,-0.7396060283918054,0.24490672247650627,-0.7559538282565688,0.22478164205333084,-0.6401304544384682,0.20075066376588538,0.10528977330509783,-0.14329322408206488,-0.06980910995871929,-0.06346289498633342,0.9422628864845439,-0.3298536952441536,-0.08444559396640217,0.05230207765463136,0.023088493117521033,0.11534142905830487,-0.5887985303660186,-0.052780846243690824,-0.2832731402056332,-0.26182664626299845,-0.11147041795711983,-0.08750419658322588,-0.3991046028368451,-0.06360676683077517,-0.45921500516225056,0.6050872196164951,-0.5809741939847994,-0.7444488829566662,-0.7559041885665438,-0.5836554644935786,-0.7510956914244844,-0.7696574997185197,1.0,-0.05039874301464339,0.28001043309088763,0.2952670682085354,0.11069928398829934
readability_difference,0.1199157266818775,-0.1698647507889314,0.09209209105081863,-0.12015164351966268,0.3073456418889681,-0.28522279103988574,-0.28691463532269096,0.285456500030563,-0.5361923630867961,0.4377634428336118,0.02330188225388335,0.2161879831539833,-0.28435750907857205,-0.1262651292183436,0.8030685859459865,-0.6076424068989345,0.04577183124219303,0.08479801911475439,-0.05127083027052607,-0.3129693199934935,0.125978401210019,-0.014380351335714744,-0.023949969000326816,0.054152166302234996,-0.23527266848163228,-0.14943972720871676,-0.17464912490878307,0.1403867478051305,0.11062181507667095,0.3587388321946498,0.12854164982855334,0.10038515021879352,-0.05039874301464339,1.0,-0.27930827608080805,-0.12347799851328504,0.1810402948659626
jaccard_similarity,-0.46508709516287866,0.12392004318631936,-0.45794860572239915,0.15645110600083803,-0.4838756703349506,0.16685249667727653,0.014484742712730987,-0.21364887112241485,0.2638703654693148,0.04465077961643969,0.30019502341629906,0.010115030897452257,0.14085041072751006,0.17342138007599905,-0.2572400820968342,0.1258212234102482,-0.22970437124425697,-0.11661367652938888,0.0480470915089387,0.3501085122845779,-0.140808068604678,-0.0031370672534518492,-0.09028246471152145,-0.20520016041730008,0.5372795409143885,0.7782274573583285,0.4508411775283531,-0.4720824905518606,-0.46694612507236255,-0.42044152572284355,-0.4707489175864696,-0.46769819120469536,0.28001043309088763,-0.27930827608080805,1.0,0.8425970384907693,-0.07566834458278396
cosine_similarity,-0.39584526426332445,0.10068340900138291,-0.3958359847041693,0.14754375428646188,-0.3326502572283216,0.15650565614913667,-0.028695320171178488,-0.22438118554662842,0.13055181888944548,0.10471840047009603,0.33625365147226255,0.066208001287046,-0.11829581523236919,0.1939915266969128,-0.0840340077452073,0.09519245750314792,-0.17966150177753173,-0.14480537576697627,0.05148526330996361,0.10236144146168268,-0.16038455024781054,-0.004995167725680226,-0.03409952864449084,-0.14521491959613572,0.39174468672284135,0.7478644781925166,0.3103166056848449,-0.39548147415234164,-0.39672131678968003,-0.29754301825528784,-0.4004153961203882,-0.4051423213115334,0.2952670682085354,-0.12347799851328504,0.8425970384907693,1.0,0.0818079188159502
score,-0.09201469941827621,-0.09577812694686495,-0.0959775221653696,-0.12624730311427254,0.2033871923177912,-0.12826159211488608,-0.3809452456438922,0.15461452928685543,0.09878637409160974,-0.1265589356990679,0.09071191690824107,-0.07484233204255769,-0.2860942223694759,-0.12163423987393505,0.2211535932142657,-0.009025413514845862,0.2688898572051048,0.06875829752431263,0.31052336509832956,-0.3167946024562933,0.14906947839519077,0.13639288803915897,0.1518392547691884,0.00842718689160594,-0.13731789925176568,-0.14717665258721108,-0.0004868443294736525,-0.07144034000460603,-0.06715209352367797,0.23989433480384023,-0.08688423932005074,-0.08666565287502472,0.11069928398829934,0.1810402948659626,-0.07566834458278396,0.0818079188159502,1.0
