ngram,document_count,high_score_presence_rate,low_score_presence_rate,presence_rate_difference,chi2_score,chi2_p_value,mean_score_when_present,association
continuous learning,18207,0.24295733971446234,0.05762140176253364,0.1853359379519287,6914.115678574433,0.0,50.93237106607434,higher_score
process automation,18206,0.24274280056106695,0.05781981118036731,0.18492298938069965,6883.71728501548,0.0,51.008759474899314,higher_score
real time,29722,0.12872349203731523,0.36246093814599906,-0.23373744610868383,6736.499969756016,0.0,31.78172195680112,lower_score
automation optimization,18507,0.2440960475286379,0.061440783055831734,0.18265526447280617,6606.692839543719,0.0,50.68102204571334,higher_score
bachelor degree,38318,0.18572489479329127,0.4474793736878681,-0.2617544788945768,6553.015017840086,0.0,32.820838378830594,lower_score
problem solving,27707,0.1177819952141441,0.3401068104033684,-0.22232481518922426,6537.958029266152,0.0,31.51445284585258,lower_score
delivering enterprise,22390,0.28449542041422843,0.08516724260510776,0.19932817780912065,6503.378825824555,0.0,49.10950468959469,higher_score
education bachelor degree,38046,0.18452017493191714,0.4441890841754543,-0.25966890924353714,6495.112186364706,0.0,32.81309125795174,lower_score
bachelor technology xyz,47189,0.5332783232943048,0.2459450075229893,0.2873333157713155,6411.9030641096415,0.0,47.02543548284567,higher_score
technology xyz university,47189,0.5332783232943048,0.2459450075229893,0.2873333157713155,6411.9030641096415,0.0,47.02543548284567,higher_score
summary fresher,10948,0.021288885221552235,0.15968651311980256,-0.13839762789825033,6411.774755546436,0.0,28.676198849105255,lower_score
technology xyz,47205,0.5334268504005019,0.24606074635005895,0.28736610405044294,6411.192709953468,0.0,47.02259167461083,higher_score
senior management,18723,0.24498721016581876,0.06411931019658625,0.18086789996923253,6403.292016701566,0.0,50.55792474496699,higher_score
skills ability,26494,0.11226998927305783,0.32557332054702787,-0.21330333127397005,6293.663185364108,0.0,31.87523401525014,lower_score
dynamic environments,25988,0.10939846521991707,0.3200839933202872,-0.2106855281003701,6259.682492322792,0.0,31.805544289673552,lower_score
strong expertise,32259,0.15029292845945208,0.38279790347398407,-0.232504975014532,6141.427831217306,0.0,32.77331333891483,lower_score
summary experienced,21461,0.2713755260334881,0.08295167077263181,0.18842385526085625,6062.860412355787,0.0,49.54349144960684,higher_score
rest apis,22433,0.28114530901889473,0.08923463567069793,0.19191067334819678,6016.814955389233,0.0,49.667536441850075,higher_score
machine learning,24980,0.30730258272137706,0.10514045733369691,0.20216212538768014,5996.0177330819715,0.0,49.024654723779825,higher_score
fresher professional,8492,0.011799653436752003,0.12858583687437525,-0.11678618343762324,5886.114411720773,0.0,27.058655793688107,lower_score
fresher professional years,8492,0.011799653436752003,0.12858583687437525,-0.11678618343762324,5886.114411720773,0.0,27.058655793688107,lower_score
expertise practical,31193,0.1466457628517304,0.3688265736348399,-0.2221808107831095,5799.782434993364,0.0,32.8272363991938,lower_score
spring boot,22357,0.2783067909893509,0.09082191101336727,0.18748487997598362,5762.0195093201455,0.0,49.45324037214378,higher_score
collaborating cross,20696,0.0811783150424993,0.26085878209683816,-0.17968046705433888,5717.037921703377,0.0,30.690070545034125,lower_score
collaborating cross functional,20688,0.08116181203069964,0.2607430432697683,-0.1795812312390687,5712.9330576223365,0.0,30.69034440255348,lower_score
strong problem,20269,0.07906592953214288,0.255915080769141,-0.17684915123699813,5654.958081686332,0.0,30.58565592777279,lower_score
solving skills,20655,0.08144236323129385,0.25991633736212666,-0.17847397413083282,5651.716156413929,0.0,30.698767126605027,lower_score
problem solving skills,20651,0.08144236323129385,0.2598502008895153,-0.1784078376582215,5648.622158597076,0.0,30.700116701371694,lower_score
ability adapt,20027,0.07777869461176944,0.2532034853920763,-0.17542479078030687,5631.470192209776,0.0,30.541212612973837,lower_score
teams implementing,19983,0.0776301675055725,0.25262479125672715,-0.17499462375115465,5616.224727721261,0.0,30.538189210830563,lower_score
strong problem solving,20101,0.07835630002475752,0.2538483160000368,-0.1754920159752793,5615.039496197482,0.0,30.573119496543807,lower_score
skills ability adapt,19979,0.0776301675055725,0.2525586547841158,-0.17492848727854332,5613.103977696706,0.0,30.538717153012016,lower_score
time projects,19979,0.0776301675055725,0.2525586547841158,-0.17492848727854332,5613.103977696706,0.0,30.539891886482156,lower_score
environments key,19987,0.07767967654097148,0.25264132537488,-0.17496164883390852,5612.984801041905,0.0,30.54455020763631,lower_score
projects collaborating,19987,0.07767967654097148,0.25264132537488,-0.17496164883390852,5612.984801041905,0.0,30.54315104818267,lower_score
candidate hands,19997,0.07774568858817012,0.252740530083797,-0.17499484149562688,5612.306747294452,0.0,30.545076761515574,lower_score
ability adapt dynamic,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.539136420527008,lower_score
adapt dynamic,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.539136420527008,lower_score
adapt dynamic environments,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.539136420527008,lower_score
additionally candidate,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.539136420527008,lower_score
additionally candidate hands,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.539136420527008,lower_score
best coding,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.53963379224165,lower_score
best coding practices,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.53963379224165,lower_score
coding practices,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.53963379224165,lower_score
demonstrated strong problem,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.539136420527008,lower_score
dynamic environments key,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.539136420527008,lower_score
ensuring scalability,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.539136420527008,lower_score
ensuring scalability maintainability,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.539136420527008,lower_score
functional teams implementing,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.539136420527008,lower_score
practices optimizing,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.539136420527008,lower_score
projects collaborating cross,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.539136420527008,lower_score
real time projects,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.539136420527008,lower_score
teams implementing best,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.539136420527008,lower_score
time projects collaborating,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.539136420527008,lower_score
working real,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.539136420527008,lower_score
working real time,19975,0.07761366449377284,0.2525090524296573,-0.1748953879358845,5612.103596247485,0.0,30.539136420527008,lower_score
coding practices optimizing,19971,0.07761366449377284,0.252442915957046,-0.17482925146327316,5608.983179457511,0.0,30.539895348256316,lower_score
implementing best coding,19971,0.07761366449377284,0.252442915957046,-0.17482925146327316,5608.983179457511,0.0,30.539895348256316,lower_score
scalability maintainability,19981,0.07769617955277114,0.25252558654781015,-0.17482940699503902,5606.185995815086,0.0,30.542707071719487,lower_score
demonstrated strong,20023,0.07796022774156569,0.2529554736197838,-0.17499524587821813,5605.04503375901,0.0,30.555680717176593,lower_score
solving skills ability,20011,0.07791071870616671,0.2528066665564083,-0.1748959478502416,5602.043231565865,0.0,30.55761631103026,lower_score
systems demonstrated,19897,0.07730010726957931,0.25153353945864015,-0.17423343218906084,5591.536145539535,0.0,30.543683218577048,lower_score
cloud native innovation,8818,0.13072035646507235,0.014831103983069334,0.11588925248200302,5581.770571724348,0.0,55.25748242231826,higher_score
driving cloud,8818,0.13072035646507235,0.014831103983069334,0.11588925248200302,5581.770571724348,0.0,55.25748242231826,higher_score
driving cloud native,8818,0.13072035646507235,0.014831103983069334,0.11588925248200302,5581.770571724348,0.0,55.25748242231826,higher_score
innovation strategies,8818,0.13072035646507235,0.014831103983069334,0.11588925248200302,5581.770571724348,0.0,55.25748242231826,higher_score
innovation strategies skills,8818,0.13072035646507235,0.014831103983069334,0.11588925248200302,5581.770571724348,0.0,55.25748242231826,higher_score
native innovation,8818,0.13072035646507235,0.014831103983069334,0.11588925248200302,5581.770571724348,0.0,55.25748242231826,higher_score
native innovation strategies,8818,0.13072035646507235,0.014831103983069334,0.11588925248200302,5581.770571724348,0.0,55.25748242231826,higher_score
