ngram,document_count,high_score_presence_rate,low_score_presence_rate,presence_rate_difference,chi2_score,chi2_p_value,mean_score_when_present,association
optimize database,23328,0.1560524795775284,0.2293612870157253,-0.0733088074381969,844.2878814314176,1.2688137745451694e-185,37.47485618141533,lower_score
develop scalable,22857,0.152718871194,0.2249136092326206,-0.07219473803862062,835.6946358108827,9.36728372038975e-184,37.57401999387707,lower_score
hiring web,858,0.013994554006105796,0.00016534118152808323,0.013829212824577712,816.8896351562572,1.1481480849377889e-179,51.055518648018676,higher_score
hiring web developer,858,0.013994554006105796,0.00016534118152808323,0.013829212824577712,816.8896351562572,1.1481480849377889e-179,51.055518648018676,higher_score
jobtitle hiring web,858,0.013994554006105796,0.00016534118152808323,0.013829212824577712,816.8896351562572,1.1481480849377889e-179,51.055518648018676,higher_score
web developer,858,0.013994554006105796,0.00016534118152808323,0.013829212824577712,816.8896351562572,1.1481480849377889e-179,51.055518648018676,higher_score
web developer experience,858,0.013994554006105796,0.00016534118152808323,0.013829212824577712,816.8896351562572,1.1481480849377889e-179,51.055518648018676,higher_score
developer experience experienced,825,0.013482960640316566,0.00013227294522246658,0.013350687695094099,791.7882965391614,3.2918855992980926e-174,51.73146060606066,higher_score
cd pipelines,44485,0.31860714580415334,0.41631256096977726,-0.09770541516562392,786.4650489692365,4.729708693971543e-173,37.70368124086807,lower_score
ci cd pipelines,44485,0.31860714580415334,0.41631256096977726,-0.09770541516562392,786.4650489692365,4.729708693971543e-173,37.70368124086807,lower_score
initiatives education bachelor,26742,0.2585856918887412,0.18308229030602247,0.07550340158271873,781.2587679813147,6.409181196484648e-172,44.39663357265791,higher_score
17 years,10191,0.060912616552518076,0.1074717679932425,-0.04655915144072442,779.5591340168514,1.5008769626406986e-171,36.837886370326906,lower_score
17 years jobdescription,10191,0.060912616552518076,0.1074717679932425,-0.04655915144072442,779.5591340168514,1.5008769626406986e-171,36.837886370326906,lower_score
team leadership,28094,0.2701378001485126,0.1938625353416517,0.07627526480686087,758.9438098416915,4.557330688778339e-167,44.21443760233583,higher_score
big data,12485,0.07774568858817012,0.12853623451991683,-0.050790545931746714,757.2389912132139,1.070025806575358e-166,36.46879295154213,lower_score
code reviews,32352,0.22640481887941777,0.3080802235413302,-0.08167540466191242,755.6787482948276,2.3369176045790436e-166,38.114659371909426,lower_score
performance optimization,28113,0.19424044888190842,0.27021709297134183,-0.07597664408943341,752.5039325880673,1.1454013224524084e-165,37.331218475440906,lower_score
design scalable,26113,0.2518359600626748,0.17944478431240524,0.07239117575026954,735.4789458993137,5.765574134519721e-162,44.41591735917044,higher_score
scalable systems,26087,0.25142338476768294,0.17942825019425243,0.07199513457343051,728.1785982242349,2.2297347569463704e-160,44.4066247556261,higher_score
design scalable systems,26078,0.2512748576614859,0.17942825019425243,0.07184660746723345,725.4274814123909,8.84036783429702e-160,44.402649167881656,higher_score
developer experience fresher,778,0.012591798003135327,0.00024801177229212486,0.012343786230843201,717.7495685427017,4.130590133812135e-158,52.83233933161954,higher_score
implement ci,26265,0.25259509860545976,0.18119740083660263,0.07139769776885713,711.2901000556813,1.0486377659615416e-156,44.27531810394112,higher_score
implement ci cd,26265,0.25259509860545976,0.18119740083660263,0.07139769776885713,711.2901000556813,1.0486377659615416e-156,44.27531810394112,higher_score
optimize performance,37766,0.3541711362324495,0.26958879648153417,0.08458233975091534,694.2472265318579,5.329541890727481e-153,43.48789294603669,higher_score
fresher jobdescription assist,765,0.012327749814340885,0.00029761412675054975,0.012030135687590336,693.3226198503246,8.467481057110083e-153,53.03167973856208,higher_score
entry level,730,0.011832659460351308,0.0002149435359865082,0.0116177159243648,677.6015625032194,2.220774789736212e-149,52.440541095890396,higher_score
jobdescription design scalable,22384,0.21691558709462153,0.15277525173192982,0.0641403353626917,673.5665454258562,1.6749061527125134e-148,44.68177492852101,higher_score
18 years,5755,0.031454740490138224,0.06363982077015488,-0.03218508028001666,659.6591921049167,1.7719474293550137e-145,35.81149869678529,lower_score
18 years jobdescription,5755,0.031454740490138224,0.06363982077015488,-0.03218508028001666,659.6591921049167,1.7719474293550137e-145,35.81149869678529,lower_score
responsive design,696,0.01133756910636173,0.0001488070633752749,0.011188762042986456,659.1899668660559,2.2412786225530473e-145,52.08762212643675,higher_score
enterprise applications,12584,0.08018813433451973,0.12772606273042936,-0.04753792839590963,658.1388798986161,3.7938657595764815e-145,37.10703313731753,lower_score
experience 17,9163,0.05554913771763099,0.09584828293182017,-0.04029914521418918,649.5457347200918,2.8048198279585296e-143,37.02825275564798,lower_score
experience 18,4808,0.025365129136066422,0.05408310047783325,-0.028717971341766825,628.6353653229239,9.899594040267967e-139,35.60549084858558,lower_score
performance lead technical,21444,0.207393349286226,0.1467733668424614,0.0606199824437646,628.0317023454469,1.3393963097173994e-138,44.69551855997076,higher_score
demonstrate strong problem,39547,0.3675055697665856,0.285676493444241,0.0818290763223446,620.5224621070711,5.756037641102193e-137,43.264583533517374,higher_score
problem solving ability,39547,0.3675055697665856,0.285676493444241,0.0818290763223446,620.5224621070711,5.756037641102193e-137,43.264583533517374,higher_score
solving ability,39547,0.3675055697665856,0.285676493444241,0.0818290763223446,620.5224621070711,5.756037641102193e-137,43.264583533517374,higher_score
strong problem,39547,0.3675055697665856,0.285676493444241,0.0818290763223446,620.5224621070711,5.756037641102193e-137,43.264583533517374,higher_score
strong problem solving,39547,0.3675055697665856,0.285676493444241,0.0818290763223446,620.5224621070711,5.756037641102193e-137,43.264583533517374,higher_score
scalable systems implement,21594,0.20846604505320296,0.14817876688544987,0.06028727816775309,616.8421039714526,3.635723491299188e-136,44.656139668427045,higher_score
systems implement ci,21591,0.20841653601780402,0.14817876688544987,0.06023776913235415,615.9149630402603,5.784189564007928e-136,44.655891343616034,higher_score
basics git,679,0.010941496823170069,0.00026454589044493316,0.010676950932725136,615.2908723399341,7.906449894129255e-136,51.53466863033876,higher_score
ability otherskills,21174,0.20465384932748482,0.1450538185545696,0.0596000307729152,614.8169218462399,1.0024560828050253e-135,44.706004770001485,higher_score
ability otherskills problem,21174,0.20465384932748482,0.1450538185545696,0.0596000307729152,614.8169218462399,1.0024560828050253e-135,44.706004770001485,higher_score
lead technical initiatives,21174,0.20465384932748482,0.1450538185545696,0.0596000307729152,614.8169218462399,1.0024560828050253e-135,44.706004770001485,higher_score
solving ability otherskills,21174,0.20465384932748482,0.1450538185545696,0.0596000307729152,614.8169218462399,1.0024560828050253e-135,44.706004770001485,higher_score
technical initiatives,21174,0.20465384932748482,0.1450538185545696,0.0596000307729152,614.8169218462399,1.0024560828050253e-135,44.706004770001485,higher_score
technical initiatives education,21174,0.20465384932748482,0.1450538185545696,0.0596000307729152,614.8169218462399,1.0024560828050253e-135,44.706004770001485,higher_score
python basics,644,0.010462909480980144,0.00016534118152808323,0.01029756829945206,603.4471603156827,2.9786383930346283e-133,53.20344720496898,higher_score
cd optimize,21456,0.20689825893223662,0.14746779980487923,0.05943045912735739,603.2886618708883,3.224720940336964e-133,44.64770623601845,higher_score
cd optimize performance,21456,0.20689825893223662,0.14746779980487923,0.05943045912735739,603.2886618708883,3.224720940336964e-133,44.64770623601845,higher_score
ci cd optimize,21456,0.20689825893223662,0.14746779980487923,0.05943045912735739,603.2886618708883,3.224720940336964e-133,44.64770623601845,higher_score
express js,700,0.011057017905767637,0.0004960235445842494,0.010560994361183388,583.938801961257,5.2157418537229144e-129,48.92671428571435,higher_score
bachelor technology,42569,0.39265615974928786,0.31044460243718536,0.0822115573121025,581.8727981041383,1.4679462277605485e-128,43.11203316967801,higher_score
education bachelor technology,42569,0.39265615974928786,0.31044460243718536,0.0822115573121025,581.8727981041383,1.4679462277605485e-128,43.11203316967801,higher_score
xyz university,42569,0.39265615974928786,0.31044460243718536,0.0822115573121025,581.8727981041383,1.4679462277605485e-128,43.11203316967801,higher_score
year jobdescription,619,0.010017328162389524,0.00019840941783369988,0.009818918744555824,570.8111346525081,3.740014754514513e-126,52.20377221324719,higher_score
university mustskills,42030,0.38745771103239074,0.3067409599709507,0.08071675106144005,568.0985862734519,1.4552126939392503e-125,43.109616345468055,higher_score
xyz university mustskills,42030,0.38745771103239074,0.3067409599709507,0.08071675106144005,568.0985862734519,1.4552126939392503e-125,43.109616345468055,higher_score
otherskills problem,25386,0.24076243914510947,0.17851887369584812,0.06224356544926135,559.3071888531101,1.1894026750931155e-123,44.15900141810518,higher_score
otherskills problem solving,25386,0.24076243914510947,0.17851887369584812,0.06224356544926135,559.3071888531101,1.1894026750931155e-123,44.15900141810518,higher_score
agile methodology team,24419,0.23206535192669622,0.17124386170861366,0.06082149021808256,555.1904560157745,9.351140590037413e-123,44.24236496171078,higher_score
methodology team,24419,0.23206535192669622,0.17124386170861366,0.06082149021808256,555.1904560157745,9.351140590037413e-123,44.24236496171078,higher_score
methodology team leadership,24419,0.23206535192669622,0.17124386170861366,0.06082149021808256,555.1904560157745,9.351140590037413e-123,44.24236496171078,higher_score
problem solving agile,24424,0.23203234590309693,0.1713596005356833,0.06067274536741363,552.3651309075972,3.8501712022224174e-122,44.23882861120267,higher_score
solving agile,24424,0.23203234590309693,0.1713596005356833,0.06067274536741363,552.3651309075972,3.8501712022224174e-122,44.23882861120267,higher_score
solving agile methodology,24424,0.23203234590309693,0.1713596005356833,0.06067274536741363,552.3651309075972,3.8501712022224174e-122,44.23882861120267,higher_score
capabilities experience,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
capabilities experience working,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
experience problem,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
experience problem solving,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
experience working,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
experience working production,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
expertise practical,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
expertise practical implementation,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
implementation experience,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
implementation experience problem,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
level environments,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
otherskills strong,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
otherskills strong technical,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
practical implementation,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
practical implementation experience,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
problem solving capabilities,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
production level,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
production level environments,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
solving capabilities,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
solving capabilities experience,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
strong technical,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
strong technical expertise,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
technical expertise,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
technical expertise practical,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
working production,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
working production level,73761,0.5568446241442384,0.661678874357824,-0.10483425021358561,546.053687103135,9.088225607255793e-121,38.54753779097313,lower_score
bachelor technology xyz,24196,0.22980443931014477,0.16982192754747238,0.059982511762672386,544.9560431001341,1.574942905030513e-120,44.25758803108009,higher_score
technology xyz,24196,0.22980443931014477,0.16982192754747238,0.059982511762672386,544.9560431001341,1.574942905030513e-120,44.25758803108009,higher_score
technology xyz university,24196,0.22980443931014477,0.16982192754747238,0.059982511762672386,544.9560431001341,1.574942905030513e-120,44.25758803108009,higher_score
experience 12,10413,0.06642462249360369,0.10561994676012827,-0.039195324266524584,540.6900880666321,1.3344597579386914e-119,37.05690915202172,lower_score
jobdescription lead,2321,0.028401683307202497,0.009920470891685044,0.01848121241551745,539.3137959302964,2.65897913803758e-119,46.27776174062886,higher_score
15 years,6936,0.0415545837115256,0.07304773399910126,-0.03149315028757566,524.0574266090766,5.543723157758232e-116,36.65882064590538,lower_score
15 years jobdescription,6936,0.0415545837115256,0.07304773399910126,-0.03149315028757566,524.0574266090766,5.543723157758232e-116,36.65882064590538,lower_score
systems implement,22636,0.21521577687925803,0.1586448636761758,0.05657091320308222,518.1344235447391,1.0775170249260082e-114,44.29923683513072,higher_score
16 years,6342,0.03744533377341211,0.06734346323638334,-0.029898129462971226,516.5561679014529,2.3757345316229673e-114,36.51235808893089,lower_score
16 years jobdescription,6342,0.03744533377341211,0.06734346323638334,-0.029898129462971226,516.5561679014529,2.3757345316229673e-114,36.51235808893089,lower_score
bachelor degree,67456,0.5093984652201774,0.6049668490936057,-0.09556838387342825,496.2078744095382,6.354282348122588e-110,38.59153855846692,lower_score
education bachelor degree,67456,0.5093984652201774,0.6049668490936057,-0.09556838387342825,496.2078744095382,6.354282348122588e-110,38.59153855846692,lower_score
team members,546,0.008746596253816276,0.00026454589044493316,0.008482050363371343,482.90844905869693,4.9759452389018484e-107,51.24864468864477,higher_score
ux design,504,0.008218499876227393,9.920470891684993e-05,0.008119295167310544,479.3600936131899,2.944327138134289e-106,51.23120039682538,higher_score
version control,534,0.00858156613581975,0.00023147765413931653,0.008350088481680434,478.51620636292995,4.493811811349173e-106,52.27912921348321,higher_score
jobdescription design,25750,0.24155458371149247,0.1837436550321347,0.057810928679357776,475.66194962372356,1.8780302665895047e-105,43.85822233009788,higher_score
html5 css3,527,0.00844954204142253,0.00024801177229212486,0.008201530269130404,467.7727537576032,9.782192607183017e-104,51.9562998102467,higher_score
js basics,504,0.008168990840828436,0.0001488070633752749,0.008020183777453161,467.72852484702196,1.0001401022689021e-103,52.48013888888891,higher_score
jobdescription support,479,0.007822427593035731,8.26705907640416e-05,0.00773975700227169,458.32641842342264,1.1119696862228113e-101,52.71395615866397,higher_score
js express,461,0.007591385427840584,1.653411815280832e-05,0.007574851309687776,456.1451402018514,3.317286127225195e-101,50.225086767895945,higher_score
node js express,461,0.007591385427840584,1.653411815280832e-05,0.007574851309687776,456.1451402018514,3.317286127225195e-101,50.225086767895945,higher_score
css3 javascript,512,0.00820199686442774,0.00024801177229212486,0.007953985092135615,452.85100656598803,1.7284704908942834e-100,51.86029296875002,higher_score
field mustskills html5,512,0.00820199686442774,0.00024801177229212486,0.007953985092135615,452.85100656598803,1.7284704908942834e-100,51.86029296875002,higher_score
html5 css3 javascript,512,0.00820199686442774,0.00024801177229212486,0.007953985092135615,452.85100656598803,1.7284704908942834e-100,51.86029296875002,higher_score
mustskills html5,512,0.00820199686442774,0.00024801177229212486,0.007953985092135615,452.85100656598803,1.7284704908942834e-100,51.86029296875002,higher_score
mustskills html5 css3,512,0.00820199686442774,0.00024801177229212486,0.007953985092135615,452.85100656598803,1.7284704908942834e-100,51.86029296875002,higher_score
project management,466,0.007624391451439891,6.613647261123328e-05,0.007558254978828657,449.27568392546584,1.0369243652384002e-99,53.64844420600857,higher_score
ui ux design,469,0.007657397475039198,8.26705907640416e-05,0.007574726884275156,448.3496832098018,1.6491935544339316e-99,51.66528784648185,higher_score
js express js,452,0.007442858321643703,1.653411815280832e-05,0.007426324203490895,447.16224506004534,2.9901561781406397e-99,50.10226769911511,higher_score
analyst experience years,2096,0.02528261407706816,0.009325242638183918,0.01595737143888424,445.23283292811664,7.863125432185915e-99,47.27864980916026,higher_score
experience 15,5553,0.0329235085403073,0.05882839238768845,-0.025904883847381148,442.88541479305485,2.5496077148963182e-98,36.65425715829281,lower_score
lead technical,30054,0.2782572819539519,0.2181346207899703,0.06012266116398157,440.78810003328914,7.2933259396057e-98,43.4940312437617,higher_score
collaborate team,463,0.00752537338064197,0.00011573882706965825,0.007409634553572312,434.57860334722403,1.6382023199107725e-96,51.659049676025994,higher_score
related field,42639,0.3167092994471909,0.38769200244722274,-0.07098270300003184,433.06572071287866,3.496549176174577e-96,38.61291880672515,lower_score
related field mustskills,42639,0.3167092994471909,0.38769200244722274,-0.07098270300003184,433.06572071287866,3.496549176174577e-96,38.61291880672515,lower_score
experience 16,5035,0.029589900156777482,0.053603611051401885,-0.024013710894624403,419.73466070097726,2.787408018373084e-93,36.71386097318763,lower_score
adobe xd,438,0.007145804109249941,8.26705907640416e-05,0.007063133518485899,417.4230957529587,8.878590232699539e-93,51.786210045662116,higher_score
basics node,453,0.007327337239046129,0.0001488070633752749,0.007178530175670854,416.89684806700984,1.1558191333120888e-92,52.12024282560709,higher_score
basics node js,453,0.007327337239046129,0.0001488070633752749,0.007178530175670854,416.89684806700984,1.1558191333120888e-92,52.12024282560709,higher_score
